0.9588,0.9983
0.9554,1.0019
0.9647,0.9957
0.9559,0.9943
0.9469,0.9977
0.9504,0.9961
0.9416,0.9994
0.9452,0.9976
0.9365,1.0006
0.9404,0.9986
0.9319,1.0014
0.936,0.9992
0.9278,1.0018
0.9321,0.9993
0.9242,1.0017
0.9288,0.9989
0.9212,1.001
0.9262,0.998
0.919,0.9998
0.9179,1.0014
0.9234,0.9979
0.9167,0.9993
0.9226,0.9955
0.9164,0.9966
0.9164,0.9974
0.91,1.003
0.9225,0.9986
0.9168,0.999
0.9173,0.9993
0.918,0.9993
0.9188,0.9992
0.9198,0.999
0.921,0.9985
0.9224,0.998
0.924,0.9972
0.9258,0.9963
0.9278,0.9953
0.93,0.9941
0.926,0.9976
0.9345,0.9961
0.9307,0.9994
0.9329,1.0025
0.9351,1.0054
0.9372,1.0082
0.9458,1.006
0.942,1.0086
0.9507,1.0061
0.9535,1.0035
0.9502,1.0057
0.9529,1.0078
0.9621,1.0048
0.9653,1.0018
0.9624,1.0035
0.9721,1.0003
0.9694,1.0018
0.9728,1.0033
0.9826,0.9998
0.9866,0.9962
0.9844,0.9975
0.9883,0.9987
0.9921,0.9998
0.9959,1.0009
0.9997,1.0019
1.0034,1.0029
1.0135,0.999
1.0113,0.9999
1.0151,1.0008
1.0189,1.0017
1.029,0.9977
1.0268,0.9986
1.0371,0.9946
1.035,0.9955
1.0454,0.9915
1.0434,0.9925
1.0475,0.9935
1.0579,0.9896
1.0559,0.9907
1.0598,0.9918
1.0637,0.9929
1.0674,0.9941
1.0645,1.0003
1.0736,1.0017
1.0765,1.0031
1.0792,1.0047
1.0816,1.0063
1.0839,1.008
1.0859,1.0098
1.094,1.0068
1.0897,1.0089
1.0912,1.011
1.0989,1.0084
1.1004,1.0059
1.0955,1.0084
1.1028,1.0061
1.104,1.004
1.1052,1.002
1.1128,0.9953
1.108,0.9936
1.1029,0.997
1.11,0.9956
1.1108,0.9943
1.1116,0.9932
1.1123,0.9923
1.1129,0.9915
1.107,0.9958
1.1132,0.9953
1.1131,0.995
1.1129,0.9948
1.1126,0.9948
1.1121,0.995
1.105,1.0002
1.1164,0.9958
1.1093,0.9965
1.1081,0.9973
1.1131,0.9934
1.1057,0.9945
1.0977,1.0006
1.1017,1.0021
1.1059,0.9987
1.0975,1.0005
1.1015,0.9974
1.0865,1.0043
1.0961,1.0016
1.0806,1.0087
1.0961,1.0013
1.0808,1.0039
1.0773,1.0065
1.08,1.0044
1.0767,1.0024
1.0605,1.0102
1.0752,1.0036
1.0655,1.0019
1.0619,1.0003
1.0519,1.0036
1.0542,1.0022
1.044,1.0057
1.0524,0.9996
1.0426,0.9983
1.0389,0.9972
